age,job,education,default,balance,loan,day,month,y,val_email,phone_type,ConsumerGroup,contacts,days_since,total_contacts,last_campaign_outcome,mortgage
49,housemaid,primary,no,692526,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
47,management,primary,yes,578002,yes,1,jul,no,no,unknown,C,1,-1,0,unknown,no
32,admin.,secondary,no,877556,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,yes
35,blue-collar,primary,no,515067,no,1,jul,no,yes,unknown,C,1,-1,0,unknown,no
52,technician,secondary,no,708639,no,1,jul,no,yes,unknown,A,1,-1,0,unknown,no
30,management,tertiary,no,219972,yes,1,jul,no,no,unknown,C,1,-1,0,unknown,yes
43,admin.,secondary,no,720886,yes,1,jul,no,no,unknown,A,2,-1,0,unknown,no
45,unemployed,primary,yes,769631,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,yes
28,technician,tertiary,no,671625,no,1,jul,no,no,unknown,A,1,-1,0,unknown,no
41,entrepreneur,primary,no,491207,yes,1,jul,no,no,unknown,A,3,-1,0,unknown,no
38,management,tertiary,no,1032179,no,1,jul,yes,yes,unknown,D,4,-1,0,unknown,yes
31,admin.,secondary,no,303224,no,1,jul,no,yes,unknown,A,1,-1,0,unknown,no
29,self-employed,tertiary,no,0,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
29,technician,tertiary,no,429222,no,1,jul,no,no,unknown,D,1,-1,0,unknown,no
33,admin.,tertiary,no,692604,no,1,jul,no,no,unknown,B,2,-1,0,unknown,no
40,services,secondary,no,318526,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
26,technician,tertiary,no,571540,yes,1,jul,no,no,unknown,A,2,-1,0,unknown,no
41,technician,secondary,no,535736,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
31,management,tertiary,no,786190,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
53,technician,secondary,no,581963,yes,1,jul,no,no,unknown,B,1,-1,0,unknown,no
45,technician,tertiary,no,411225,yes,1,jul,no,no,unknown,A,1,-1,0,unknown,no
58,services,primary,no,607542,yes,1,jul,no,no,unknown,A,2,-1,0,unknown,no
37,technician,tertiary,no,754462,no,1,jul,yes,no,unknown,B,2,-1,0,unknown,no
47,technician,secondary,no,1004566,yes,1,jul,no,no,unknown,A,2,-1,0,unknown,no
55,retired,secondary,no,979963,yes,1,jul,no,yes,unknown,A,2,-1,0,unknown,no
44,technician,secondary,no,323519,no,1,jul,no,no,unknown,A,2,-1,0,unknown,no
27,technician,secondary,no,1238852,no,1,jul,yes,yes,unknown,C,2,-1,0,unknown,no
31,management,tertiary,no,713524,yes,2,jul,yes,no,unknown,B,3,-1,0,unknown,no
22,student,secondary,no,239739,no,2,jul,no,no,unknown,A,4,-1,0,unknown,yes
30,admin.,tertiary,no,519969,yes,2,jul,no,no,unknown,A,2,-1,0,unknown,no
51,blue-collar,primary,no,386441,yes,2,jul,no,no,unknown,A,2,-1,0,unknown,no
35,admin.,secondary,no,991401,yes,2,jul,no,no,unknown,A,4,-1,0,unknown,no
29,technician,tertiary,no,769866,no,2,jul,yes,no,unknown,C,4,-1,0,unknown,no
31,admin.,secondary,no,789146,no,2,jul,no,no,unknown,B,3,-1,0,unknown,yes
35,self-employed,secondary,no,676991,yes,2,jul,no,no,unknown,A,3,-1,0,unknown,no
48,technician,secondary,no,835365,yes,2,jul,yes,no,unknown,B,2,-1,0,unknown,yes
30,services,secondary,yes,557210,yes,2,jul,no,yes,unknown,A,3,-1,0,unknown,no
45,technician,secondary,no,548785,yes,2,jul,no,no,unknown,A,3,-1,0,unknown,no
45,self-employed,primary,no,468912,yes,2,jul,no,no,unknown,A,2,-1,0,unknown,yes
50,services,primary,no,528697,yes,2,jul,no,no,unknown,A,1,-1,0,unknown,no
35,retired,secondary,no,490614,yes,2,jul,no,no,unknown,A,3,-1,0,unknown,no
41,services,secondary,no,1046009,no,2,jul,yes,no,unknown,B,1,-1,0,unknown,yes
37,services,primary,no,223718,yes,2,jul,no,no,unknown,B,1,-1,0,unknown,no
38,admin.,secondary,no,387599,yes,2,jul,no,no,unknown,A,1,-1,0,unknown,no
50,management,tertiary,no,324103,no,2,jul,no,no,unknown,A,2,-1,0,unknown,no
35,technician,secondary,no,450380,no,2,jul,yes,no,unknown,B,2,-1,0,unknown,no
44,technician,secondary,no,583886,yes,2,jul,no,no,unknown,C,3,-1,0,unknown,no
34,services,secondary,no,474223,yes,2,jul,no,no,unknown,A,4,-1,0,unknown,no
32,blue-collar,secondary,no,820211,yes,2,jul,no,no,unknown,A,3,-1,0,unknown,no
41,entrepreneur,tertiary,no,918410,yes,2,jul,no,no,unknown,A,3,-1,0,unknown,no
33,technician,tertiary,no,0,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,yes
45,technician,unknown,yes,583894,yes,3,jul,no,no,unknown,A,3,-1,0,unknown,no
27,admin.,secondary,no,571180,no,3,jul,no,no,unknown,A,3,-1,0,unknown,no
37,technician,secondary,no,607778,no,3,jul,yes,no,unknown,B,2,-1,0,unknown,no
37,blue-collar,secondary,no,523039,yes,3,jul,no,yes,unknown,C,3,-1,0,unknown,yes
54,services,secondary,no,889695,yes,3,jul,no,no,unknown,C,1,-1,0,unknown,no
26,services,secondary,no,297077,no,3,jul,yes,no,unknown,A,1,-1,0,unknown,no
45,blue-collar,secondary,no,985820,yes,3,jul,yes,no,unknown,B,1,-1,0,unknown,no
54,unemployed,tertiary,no,437103,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
58,retired,secondary,no,604841,yes,3,jul,no,no,unknown,B,1,-1,0,unknown,no
50,management,secondary,no,161175,no,3,jul,no,no,unknown,B,1,-1,0,unknown,no
51,blue-collar,secondary,no,999752,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
27,admin.,secondary,no,1773911,yes,3,jul,yes,no,unknown,B,1,-1,0,unknown,no
32,management,tertiary,no,535126,no,3,jul,no,no,unknown,A,1,-1,0,unknown,no
29,blue-collar,primary,no,660328,no,3,jul,no,yes,unknown,A,1,-1,0,unknown,no
29,services,secondary,no,889306,yes,3,jul,yes,no,unknown,C,3,-1,0,unknown,no
44,blue-collar,secondary,no,1052018,yes,3,jul,yes,no,unknown,C,2,-1,0,unknown,no
39,services,secondary,no,524544,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
55,retired,secondary,no,1392960,no,3,jul,no,no,unknown,A,2,-1,0,unknown,no
33,blue-collar,secondary,no,897535,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
48,blue-collar,primary,no,560944,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
49,blue-collar,primary,no,583893,no,3,jul,no,no,unknown,A,1,-1,0,unknown,no
35,blue-collar,unknown,no,169988,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
57,retired,secondary,no,120753,yes,3,jul,yes,no,unknown,A,3,-1,0,unknown,no
53,services,secondary,yes,538043,yes,3,jul,no,no,unknown,A,10,-1,0,unknown,no
58,unemployed,secondary,no,451884,no,3,jul,no,no,unknown,A,1,-1,0,unknown,no
34,technician,secondary,no,154343,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
52,housemaid,tertiary,no,386022,no,3,jul,no,no,unknown,C,1,-1,0,unknown,no
56,admin.,secondary,no,510916,no,3,jul,no,no,unknown,B,1,-1,0,unknown,no
34,technician,secondary,no,986777,no,3,jul,no,no,unknown,A,4,-1,0,unknown,yes
35,services,secondary,no,579857,no,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
30,management,tertiary,no,569642,yes,3,jul,no,yes,unknown,A,1,-1,0,unknown,no
48,management,tertiary,no,713798,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
50,admin.,secondary,no,616587,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
44,technician,secondary,no,333579,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
38,services,secondary,no,586567,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
40,services,secondary,no,1203409,yes,3,jul,yes,no,unknown,B,1,-1,0,unknown,no
44,technician,tertiary,no,170421,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
33,services,secondary,no,575174,yes,3,jul,yes,no,unknown,B,1,-1,0,unknown,no
29,services,secondary,no,836903,no,3,jul,no,no,unknown,C,1,-1,0,unknown,no
51,services,secondary,no,0,no,3,jul,yes,no,unknown,B,1,-1,0,unknown,no
57,blue-collar,primary,no,746562,yes,3,jul,no,no,unknown,B,1,-1,0,unknown,no
35,technician,secondary,no,201958,no,3,jul,no,no,unknown,A,1,-1,0,unknown,no
61,retired,secondary,no,1062909,yes,3,jul,yes,yes,unknown,A,1,-1,0,unknown,no
52,blue-collar,secondary,no,650583,no,3,jul,no,no,unknown,A,1,-1,0,unknown,yes
33,services,secondary,no,440828,yes,3,jul,yes,yes,unknown,B,1,-1,0,unknown,no
59,retired,unknown,no,217327,yes,3,jul,yes,yes,unknown,C,1,-1,0,unknown,no
47,blue-collar,primary,no,397432,no,3,jul,no,no,unknown,A,1,-1,0,unknown,no
37,services,secondary,no,458759,no,3,jul,no,no,unknown,B,1,-1,0,unknown,no
49,technician,primary,no,0,yes,3,jul,yes,no,unknown,B,3,-1,0,unknown,no
60,blue-collar,primary,no,700566,yes,3,jul,no,no,unknown,A,3,-1,0,unknown,no
51,blue-collar,primary,no,202102,no,3,jul,no,no,unknown,B,1,-1,0,unknown,no
47,technician,secondary,no,691320,yes,3,jul,no,no,unknown,A,1,-1,0,unknown,no
40,blue-collar,secondary,no,251898,no,3,jul,no,no,unknown,A,2,-1,0,unknown,yes
31,self-employed,secondary,yes,170062,yes,3,jul,no,no,unknown,A,3,-1,0,unknown,no
38,management,secondary,no,457037,no,3,jul,no,no,unknown,A,2,-1,0,unknown,no
54,technician,secondary,no,774435,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,no
45,services,secondary,no,690233,no,3,jul,no,no,unknown,B,2,-1,0,unknown,no
47,admin.,secondary,no,654400,yes,3,jul,no,no,unknown,B,5,-1,0,unknown,no
34,blue-collar,secondary,no,638108,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,no
54,retired,secondary,no,838172,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,no
56,entrepreneur,secondary,no,726439,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,no
57,technician,secondary,no,0,yes,3,jul,no,no,unknown,A,3,-1,0,unknown,no
42,admin.,secondary,no,201050,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,yes
34,blue-collar,primary,no,984873,no,3,jul,no,no,unknown,A,4,-1,0,unknown,no
27,admin.,secondary,no,745555,no,3,jul,no,no,unknown,C,2,-1,0,unknown,no
51,blue-collar,unknown,no,265455,yes,3,jul,no,yes,unknown,B,11,-1,0,unknown,no
30,entrepreneur,tertiary,no,514300,yes,3,jul,no,no,unknown,A,2,-1,0,unknown,yes
44,blue-collar,secondary,no,501684,no,3,jul,no,yes,unknown,A,6,-1,0,unknown,no
33,technician,secondary,no,638840,no,3,jul,no,no,unknown,A,2,-1,0,unknown,no
36,technician,unknown,no,335733,yes,4,jul,yes,no,unknown,B,2,-1,0,unknown,yes
56,management,tertiary,no,544424,no,4,jul,yes,yes,unknown,B,1,-1,0,unknown,no
44,entrepreneur,tertiary,no,564431,yes,4,jul,no,no,unknown,A,3,-1,0,unknown,no
31,technician,unknown,no,504090,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
47,technician,secondary,no,490066,yes,4,jul,no,yes,unknown,A,1,-1,0,unknown,yes
48,blue-collar,secondary,no,687486,yes,4,jul,no,no,unknown,C,1,-1,0,unknown,no
31,admin.,secondary,no,392991,no,4,jul,no,no,unknown,A,11,-1,0,unknown,yes
39,blue-collar,primary,no,788725,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
30,services,tertiary,no,592952,no,4,jul,no,yes,unknown,A,1,-1,0,unknown,no
30,technician,secondary,no,469373,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
31,technician,secondary,no,930751,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
49,retired,primary,no,1682448,no,4,jul,yes,yes,unknown,B,2,-1,0,unknown,no
26,blue-collar,secondary,no,400890,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
34,technician,secondary,no,688614,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
36,admin.,secondary,no,505134,no,4,jul,no,no,unknown,A,4,-1,0,unknown,yes
31,admin.,secondary,no,294042,yes,4,jul,no,no,unknown,B,1,-1,0,unknown,yes
25,management,tertiary,no,1155416,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
42,management,tertiary,no,214113,no,4,jul,no,no,unknown,A,1,-1,0,unknown,yes
32,services,secondary,no,894212,yes,4,jul,no,no,unknown,B,1,-1,0,unknown,yes
32,admin.,tertiary,no,406712,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
36,technician,secondary,no,434709,no,4,jul,no,no,unknown,C,1,-1,0,unknown,no
46,management,tertiary,no,563507,yes,4,jul,no,no,unknown,C,1,-1,0,unknown,no
31,blue-collar,secondary,no,974895,yes,4,jul,yes,no,unknown,B,1,-1,0,unknown,no
37,technician,tertiary,no,664054,yes,4,jul,no,no,unknown,A,2,-1,0,unknown,no
26,admin.,secondary,no,540347,yes,4,jul,yes,no,unknown,B,1,-1,0,unknown,yes
36,management,secondary,no,776532,no,4,jul,no,no,unknown,B,1,-1,0,unknown,no
31,blue-collar,secondary,no,507096,no,4,jul,no,no,unknown,A,2,-1,0,unknown,no
35,admin.,secondary,yes,681718,yes,4,jul,no,yes,unknown,A,3,-1,0,unknown,no
30,blue-collar,primary,no,446832,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,yes
36,management,tertiary,no,449538,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,yes
24,admin.,secondary,no,787777,no,4,jul,no,no,unknown,C,2,-1,0,unknown,yes
26,blue-collar,secondary,no,441972,no,4,jul,yes,no,unknown,C,3,-1,0,unknown,yes
27,services,secondary,no,562331,yes,4,jul,yes,yes,unknown,B,1,-1,0,unknown,no
59,housemaid,primary,no,506747,no,4,jul,no,no,unknown,A,3,-1,0,unknown,no
36,technician,primary,no,245781,no,4,jul,yes,no,unknown,A,1,-1,0,unknown,no
28,admin.,secondary,no,702164,yes,4,jul,no,no,unknown,A,3,-1,0,unknown,yes
31,housemaid,primary,no,445058,no,4,jul,no,no,unknown,A,4,-1,0,unknown,no
35,management,secondary,no,641984,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
37,management,tertiary,no,262573,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
59,retired,primary,no,517456,yes,4,jul,no,yes,unknown,A,1,-1,0,unknown,no
32,technician,secondary,no,130202,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
40,blue-collar,primary,no,522303,no,4,jul,no,no,unknown,B,1,-1,0,unknown,yes
29,services,primary,no,894270,no,4,jul,yes,no,unknown,B,1,-1,0,unknown,no
41,services,secondary,no,434371,no,4,jul,no,no,unknown,A,1,-1,0,unknown,yes
25,unemployed,secondary,no,57707,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
34,admin.,secondary,no,614056,yes,4,jul,no,no,unknown,C,1,-1,0,unknown,no
37,blue-collar,primary,no,1027671,no,4,jul,no,yes,unknown,A,1,-1,0,unknown,no
26,blue-collar,secondary,no,428448,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
36,management,tertiary,no,470275,yes,4,jul,yes,no,unknown,B,3,-1,0,unknown,no
56,services,secondary,no,525609,yes,4,jul,no,no,unknown,A,2,-1,0,unknown,no
29,admin.,secondary,no,534162,yes,4,jul,no,no,unknown,A,2,-1,0,unknown,no
31,blue-collar,secondary,no,732855,no,4,jul,no,no,unknown,A,2,-1,0,unknown,no
57,retired,secondary,no,922907,yes,4,jul,no,no,unknown,A,2,-1,0,unknown,no
30,admin.,tertiary,no,240567,no,4,jul,no,no,unknown,A,2,-1,0,unknown,no
28,admin.,secondary,no,212424,no,4,jul,no,no,unknown,A,2,-1,0,unknown,yes
45,services,secondary,no,520322,yes,4,jul,no,no,unknown,B,2,-1,0,unknown,yes
26,technician,tertiary,no,223391,yes,4,jul,no,no,unknown,C,2,-1,0,unknown,no
51,blue-collar,secondary,no,583150,no,4,jul,no,no,unknown,A,1,-1,0,unknown,no
50,management,tertiary,no,626052,yes,4,jul,yes,yes,unknown,B,1,-1,0,unknown,no
45,blue-collar,primary,no,247531,yes,4,jul,no,yes,unknown,A,1,-1,0,unknown,no
37,self-employed,tertiary,no,326179,yes,4,jul,no,no,unknown,A,3,-1,0,unknown,no
29,services,primary,no,937627,no,4,jul,yes,no,unknown,B,3,-1,0,unknown,no
31,technician,secondary,no,746990,yes,4,jul,no,no,unknown,A,6,-1,0,unknown,no
44,blue-collar,secondary,no,828386,no,4,jul,yes,no,unknown,C,2,-1,0,unknown,yes
48,blue-collar,primary,no,648584,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
53,blue-collar,primary,no,843145,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
26,blue-collar,secondary,no,438251,yes,4,jul,no,no,unknown,A,1,-1,0,unknown,no
61,retired,unknown,no,768861,yes,4,jul,yes,no,unknown,B,1,-1,0,unknown,no
27,management,secondary,no,344682,no,4,jul,no,no,cellular,B,1,-1,0,unknown,no
54,blue-collar,primary,no,461960,no,4,jul,no,no,cellular,A,1,-1,0,unknown,no
43,blue-collar,secondary,no,569986,yes,4,jul,no,yes,cellular,B,2,-1,0,unknown,no
31,technician,secondary,no,355945,no,4,jul,no,yes,telephone,A,2,-1,0,unknown,no
27,technician,secondary,no,1623818,yes,4,jul,yes,no,cellular,A,4,-1,0,unknown,yes
28,blue-collar,secondary,no,805157,no,4,jul,yes,no,cellular,A,3,-1,0,unknown,yes
50,blue-collar,secondary,no,681235,yes,4,jul,no,no,telephone,A,2,-1,0,unknown,yes
29,blue-collar,primary,no,513598,no,4,jul,no,no,cellular,A,2,-1,0,unknown,no
25,blue-collar,secondary,no,438467,no,4,jul,no,yes,telephone,A,2,-1,0,unknown,no
38,blue-collar,secondary,no,686791,yes,4,jul,no,no,cellular,A,3,-1,0,unknown,no
36,technician,secondary,no,178037,yes,4,jul,no,no,cellular,A,6,-1,0,unknown,no
32,blue-collar,primary,no,817065,yes,4,jul,no,no,cellular,A,3,-1,0,unknown,no
44,technician,tertiary,no,941457,no,4,jul,no,no,cellular,C,2,-1,0,unknown,no
37,blue-collar,primary,no,1032228,yes,4,jul,no,no,cellular,A,2,-1,0,unknown,yes
48,services,secondary,no,62196,no,4,jul,no,no,cellular,A,2,-1,0,unknown,no
30,admin.,secondary,no,510827,yes,4,jul,yes,no,cellular,B,2,-1,0,unknown,no
54,technician,secondary,no,634805,yes,4,jul,no,yes,cellular,B,3,-1,0,unknown,no
36,unemployed,primary,no,633382,no,4,jul,yes,no,telephone,C,3,-1,0,unknown,no
33,technician,secondary,no,573198,yes,4,jul,no,no,cellular,A,2,-1,0,unknown,no
34,services,secondary,no,354964,yes,4,jul,yes,no,cellular,B,1,-1,0,unknown,yes
28,services,secondary,no,864026,yes,4,jul,no,no,cellular,B,1,-1,0,unknown,no
33,management,secondary,no,337104,yes,4,jul,no,no,cellular,A,1,-1,0,unknown,no
30,services,secondary,no,495123,no,4,jul,no,no,cellular,A,1,-1,0,unknown,no
34,admin.,secondary,no,107077,no,7,jul,no,no,cellular,C,4,-1,0,unknown,no
35,admin.,secondary,no,410810,no,7,jul,no,no,cellular,A,3,-1,0,unknown,no
44,entrepreneur,secondary,no,135184,no,7,jul,no,no,cellular,A,2,-1,0,unknown,no
36,services,secondary,no,496486,yes,7,jul,no,no,cellular,A,4,-1,0,unknown,yes
49,blue-collar,primary,no,1030133,no,7,jul,yes,no,cellular,B,3,-1,0,unknown,yes
55,blue-collar,secondary,no,552671,no,7,jul,yes,no,cellular,B,4,-1,0,unknown,yes
51,technician,secondary,no,931198,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,no
51,management,tertiary,no,643107,no,7,jul,no,no,cellular,B,5,-1,0,unknown,yes
38,blue-collar,secondary,no,395740,yes,7,jul,no,no,cellular,A,5,-1,0,unknown,yes
59,entrepreneur,tertiary,no,333490,no,7,jul,no,no,cellular,C,2,-1,0,unknown,no
54,management,tertiary,no,862482,yes,7,jul,yes,no,cellular,B,19,-1,0,unknown,yes
43,management,tertiary,no,392088,no,7,jul,no,no,cellular,A,5,-1,0,unknown,yes
60,entrepreneur,primary,no,847231,no,7,jul,no,no,cellular,A,2,-1,0,unknown,no
34,services,secondary,no,1051781,no,7,jul,no,yes,cellular,A,3,-1,0,unknown,no
31,admin.,secondary,no,362520,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
43,technician,secondary,yes,1109485,yes,7,jul,no,no,cellular,A,4,-1,0,unknown,no
53,blue-collar,primary,no,179797,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
47,blue-collar,primary,yes,753388,yes,7,jul,no,no,cellular,B,3,-1,0,unknown,yes
59,management,unknown,no,777658,no,7,jul,no,yes,cellular,A,3,-1,0,unknown,no
39,management,primary,no,1007900,yes,7,jul,no,no,cellular,A,5,-1,0,unknown,no
56,housemaid,primary,no,813731,yes,7,jul,yes,no,cellular,A,6,-1,0,unknown,no
41,services,secondary,no,391732,no,7,jul,no,no,cellular,A,5,-1,0,unknown,yes
41,housemaid,primary,no,610685,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
60,retired,primary,no,438456,no,7,jul,no,yes,cellular,A,5,-1,0,unknown,yes
58,management,primary,no,762751,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,no
56,blue-collar,primary,no,581034,no,7,jul,no,no,telephone,A,6,-1,0,unknown,yes
36,unemployed,primary,no,563043,no,7,jul,no,no,telephone,A,6,-1,0,unknown,yes
39,management,tertiary,no,285057,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
46,management,primary,no,305456,no,7,jul,no,no,cellular,C,2,-1,0,unknown,yes
58,blue-collar,primary,no,665768,no,7,jul,no,no,cellular,A,4,-1,0,unknown,yes
52,management,secondary,no,607446,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,no
41,services,secondary,no,569730,no,7,jul,yes,yes,cellular,A,2,-1,0,unknown,yes
59,blue-collar,secondary,no,632375,yes,7,jul,no,no,cellular,A,2,-1,0,unknown,no
35,unknown,primary,no,391894,no,7,jul,no,no,cellular,A,2,-1,0,unknown,no
43,management,secondary,no,922484,no,7,jul,yes,yes,cellular,C,3,-1,0,unknown,no
50,blue-collar,primary,no,186832,no,7,jul,no,no,cellular,A,4,-1,0,unknown,yes
49,technician,primary,no,392266,no,7,jul,no,no,telephone,C,5,-1,0,unknown,no
51,self-employed,secondary,yes,726277,yes,7,jul,no,no,cellular,A,1,-1,0,unknown,no
39,technician,secondary,no,557888,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,yes
38,management,tertiary,no,470433,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
30,services,secondary,no,467543,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
41,technician,secondary,no,547815,no,7,jul,no,no,cellular,A,3,-1,0,unknown,yes
45,unemployed,secondary,no,645690,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
54,services,tertiary,no,366420,no,7,jul,no,no,cellular,A,9,-1,0,unknown,no
47,admin.,secondary,no,581656,no,7,jul,no,no,cellular,B,6,-1,0,unknown,yes
53,management,tertiary,no,640483,no,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
41,blue-collar,primary,no,737105,no,7,jul,no,no,cellular,A,3,-1,0,unknown,yes
42,blue-collar,primary,no,279359,no,7,jul,yes,no,cellular,B,3,-1,0,unknown,yes
33,services,secondary,no,49552,no,7,jul,yes,yes,cellular,B,1,-1,0,unknown,no
34,self-employed,tertiary,no,280478,no,7,jul,no,yes,cellular,B,4,-1,0,unknown,yes
54,blue-collar,secondary,no,478346,no,7,jul,no,no,cellular,C,3,-1,0,unknown,yes
37,entrepreneur,tertiary,no,572296,no,7,jul,no,no,cellular,A,2,-1,0,unknown,no
59,admin.,secondary,no,74191,no,7,jul,yes,no,cellular,B,3,-1,0,unknown,yes
38,technician,secondary,no,537584,no,7,jul,no,yes,cellular,A,2,-1,0,unknown,no
27,admin.,secondary,no,1495543,no,7,jul,yes,yes,cellular,C,3,-1,0,unknown,yes
59,management,tertiary,no,315100,no,7,jul,yes,no,cellular,B,3,-1,0,unknown,yes
31,admin.,secondary,no,187385,no,7,jul,yes,no,cellular,C,2,-1,0,unknown,yes
42,blue-collar,unknown,no,359751,no,7,jul,no,yes,cellular,A,2,-1,0,unknown,no
45,blue-collar,primary,no,457036,no,7,jul,no,no,cellular,A,1,-1,0,unknown,no
37,self-employed,secondary,no,579308,yes,7,jul,no,no,cellular,B,2,-1,0,unknown,no
42,blue-collar,secondary,no,1581841,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,no
40,blue-collar,primary,no,106769,no,7,jul,no,no,cellular,A,3,-1,0,unknown,yes
42,unemployed,primary,no,394361,no,7,jul,yes,yes,cellular,B,3,-1,0,unknown,no
27,management,secondary,no,877477,no,7,jul,no,no,cellular,D,3,-1,0,unknown,yes
45,management,tertiary,no,766328,yes,7,jul,no,no,cellular,A,2,-1,0,unknown,yes
43,technician,tertiary,no,725604,no,7,jul,no,yes,cellular,B,4,-1,0,unknown,no
41,admin.,secondary,no,158634,no,7,jul,yes,no,cellular,B,4,-1,0,unknown,no
47,unknown,primary,no,832584,no,7,jul,no,no,cellular,B,1,-1,0,unknown,no
47,management,primary,no,518573,no,7,jul,no,no,cellular,A,4,-1,0,unknown,no
44,blue-collar,primary,no,266187,yes,7,jul,no,no,telephone,A,2,-1,0,unknown,no
46,unknown,unknown,no,544527,no,7,jul,no,no,telephone,A,9,-1,0,unknown,no
40,admin.,secondary,no,533210,yes,7,jul,no,no,cellular,C,2,-1,0,unknown,yes
33,technician,secondary,no,719659,yes,7,jul,no,no,cellular,A,4,-1,0,unknown,no
36,entrepreneur,tertiary,no,141833,yes,7,jul,yes,no,cellular,A,3,-1,0,unknown,no
25,blue-collar,primary,no,0,no,7,jul,no,no,cellular,B,1,-1,0,unknown,no
45,technician,secondary,no,842254,no,7,jul,yes,no,cellular,B,2,-1,0,unknown,no
27,services,secondary,no,211965,yes,7,jul,no,no,cellular,B,1,-1,0,unknown,no
43,services,primary,no,635210,no,7,jul,yes,no,telephone,B,8,-1,0,unknown,no
37,self-employed,secondary,no,563431,no,7,jul,yes,no,cellular,C,2,-1,0,unknown,no
47,management,unknown,no,1188514,no,7,jul,yes,yes,cellular,B,3,-1,0,unknown,no
48,management,tertiary,no,1013297,no,7,jul,no,no,cellular,A,6,-1,0,unknown,yes
30,services,secondary,no,549405,yes,7,jul,no,no,cellular,A,1,-1,0,unknown,yes
35,self-employed,secondary,no,634117,no,7,jul,no,no,telephone,A,4,-1,0,unknown,yes
59,unknown,primary,no,708289,no,7,jul,no,no,telephone,C,8,-1,0,unknown,no
46,unemployed,secondary,no,1125841,no,7,jul,yes,no,cellular,B,5,-1,0,unknown,no
43,technician,secondary,no,610202,no,7,jul,no,no,cellular,A,4,-1,0,unknown,no
52,retired,tertiary,no,216044,no,7,jul,no,no,cellular,A,6,-1,0,unknown,no
37,services,secondary,no,927899,yes,7,jul,yes,no,cellular,B,7,-1,0,unknown,yes
45,technician,secondary,no,728856,no,7,jul,no,no,cellular,B,14,-1,0,unknown,no
54,management,tertiary,no,494308,yes,7,jul,no,no,telephone,A,4,-1,0,unknown,no
28,management,tertiary,no,749665,no,7,jul,yes,no,cellular,C,1,-1,0,unknown,no
